"정보공시 
학교코드_x",학교급구분,시군구명_x,학교명,H_m,,H_ppc,소비1위,소비2위,전입학생수 계,전출학생수 계,전체학생수 계_x,R_net,학구 순전입률(%),P_special,P_multi,P_benefit,I_SCU,H_path,H_job,과밀지수,고립지수
S060000243,고등학교,중구,호수돈여자고등학교,0.7019458465,0.6998787363,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",0,5,614,-0.00201,-0.2,0.01628664495,3.136,16.124,93.57457112,0.4532492479,0.3428,0,0
S060000197,,중구,대전여자상업고등학교,0.7001662014,0.6897732474,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",4,1,438,0.006849315068,0.6849315068,0.0502,2.8691,15.601,93.80364884,0.1188824672,0.3428,0.00906228448,0
S060000167,고등학교,유성구,대덕고등학교,0.6999429453,0.6901284582,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",9,8,581,-0.00201,-0.2,0.0502,2.8691,15.601,93.80364884,0.3664306202,0.346,0,0
S060000193,,중구,대전신일여자고등학교,0.6991586414,0.6998505286,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",4,1,433,0.006928406467,0.6928406467,0.004618937644,3.136,16.124,93.57846035,0.1403442192,0.3428,0.009010410646,0
S060000236,고등학교,중구,충남여자고등학교,0.6980659348,0.6876274279,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",0,3,951,-0.00201,-0.2,0.05257623554,3.136,16.124,93.56247459,0.4165602728,0.3428,0,0
S060000229,고등학교,유성구,유성여자고등학교,0.6956302349,0.6857540272,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)",4,18,561,-0.00201,-0.2,0.0502,2.8691,15.601,93.80364884,0.3133036567,0.346,0,0
S060000171,,중구,대전대성고등학교,0.6951586556,0.694082809,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",13,31,1002,-0.01796407186,-1.796407186,0.0119760479,3.136,16.124,93.57600798,0.3853047074,0.3428,0,0
S060000249,중학교,동구,대전가양중학교,0.6924126269,0.6876989739,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",17,14,511,-0.000016,0,0.04305283757,4.034,27.601,89.44064905,0.5760877754,0.3712,0,0
S060001139,중학교,동구,대전은어송중학교,0.6920391882,0.688233457,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",23,13,665,-0.00137,-0.14,0.03909774436,4.034,27.601,89.44196742,0.5733274172,0.3712,0,0
S060000290,초등학교,중구,대전대흥초등학교,0.6903559174,0.6882602471,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",18,36,492,-0.03659,-3.66,0.0162601626,3.136,16.124,93.57457995,0.329566855,0.3428,0,0
S060000225,고등학교,동구,우송고등학교,0.6885823862,0.6824389685,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",2,1,814,-0.00201,-0.2,0.04914004914,4.034,27.601,89.43861998,0.5479495896,0.3712,0,0
S060000250,중학교,동구,대전가오중학교,0.6816119724,0.6834409178,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",8,14,534,-0.00137,-0.14,0.01498127341,4.034,27.601,89.45000624,0.4922730553,0.3712,0,0
S060000206,고등학교,대덕구,동대전고등학교,0.6797814844,0.6757735971,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",6,6,933,-0.00201,-0.2,0.04715969989,4.933,31.823,87.7322801,0.5802019886,0.3436,0,0
S060000456,중학교,서구,대전대신중학교,0.7597009977,0.2521465573,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)",6,5,389,0.003177,0.32,0.01028277635,1.942,9.077,96.32357241,0.3845993076,0.3423,0.005481484841,0.0275
S060000212,고등학교,동구,보문고등학교,0.6788868808,0.6835242755,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",4,7,605,-0.00201,-0.2,0.003305785124,4.034,27.601,89.45389807,0.4689125482,0.3712,0,0
S060001145,고등학교,동구,대전가오고등학교,0.6777043795,0.6666277069,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",7,4,686,-0.00201,-0.2,0.06997084548,4.034,27.601,89.43167638,0.4598331152,0.3712,0,0
S060000234,,중구,충남기계공업고등학교,0.6770915383,0.6680140946,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)",2,9,749,-0.009345794393,-0.9345794393,0.04539385848,3.136,16.124,93.56486871,0.0181513271,0.3428,0,0
S060000194,고등학교,동구,대전여자고등학교,0.6756681593,0.6748699907,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",7,8,922,-0.00201,-0.2,0.02603036876,4.034,27.601,89.44632321,0.4405972176,0.3712,0,0
S060000274,중학교,대덕구,신탄진중학교,0.6672613539,0.6733617942,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",7,6,412,-0.00167,-0.16,0.004854368932,4.933,31.823,87.74638188,0.484459561,0.3436,0,0
S060000192,고등학교,대덕구,대전송촌고등학교,0.6643264327,0.6531122942,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",4,5,957,-0.00201,-0.2,0.07732497388,4.933,31.823,87.72222501,0.4610033266,0.3436,0,0
S060000223,고등학교,대덕구,신탄진고등학교,0.6634809257,0.6634982527,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",2,5,467,-0.00201,-0.2,0.02997858672,4.933,31.823,87.73800714,0.4527221043,0.3436,0,0
S060000183,,동구,동아마이스터고등학교,0.6611503459,0.6657195137,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",0,4,490,-0.008163265306,-0.8163265306,0.004081632653,4.034,27.601,89.45363946,0.2780056754,0.3712,0,0
S060001084,중학교,대덕구,대전대청중학교,0.6604679394,0.6554222866,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",9,16,549,-0.00167,-0.16,0.05100182149,4.933,31.823,87.73099939,0.4259013477,0.3436,0,0
S060000173,,동구,대전대성여자고등학교,0.657712327,0.65378697,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",2,1,572,0.001748251748,0.1748251748,0.03846153846,4.034,27.601,89.44217949,0.04170942793,0.3712,0.005979130371,0
S060000277,중학교,동구,충남중학교,0.6569017881,0.6584945119,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)",20,17,740,-0.000016,0,0.01621621622,4.034,27.601,89.44959459,0.2095359728,0.3712,0,0
S060000255,중학교,대덕구,대전매봉중학교,0.6427673665,0.647606954,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",14,13,744,-0.00374,-0.37,0.01075268817,4.933,31.823,87.74441577,0.2056152115,0.3436,0,0
S060000258,중학교,대덕구,대전송촌중학교,0.6387119988,0.6427963002,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",10,14,722,-0.00374,-0.37,0.01385041551,4.933,31.823,87.74338319,0.1055971415,0.3436,0,0
S060000164,,대덕구,대전생활과학고등학교,0.6372577893,0.6416060422,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)",2,3,467,-0.002141327623,-0.2141327623,0.01284796574,4.933,31.823,87.74371734,0,0.3436,0,0
S060000480,중학교,복수동,동방여자중학교,0.8916957707,0.3613940683,,,,3,2,310,0.003177,0.32,0.0502,2.8691,15.601,93.80364884,0.6969202874,,0.004368278408,0.225
